25.12
50.12
77.06
98.25
116.25
135.11
159.99
184.24
208.74
234.18
252.36
271.67
296.49
325.3
341.05
371.11
387.74
408.42
428.42
450.61
471.49
502.61
520.05
536.11
553.8
580.17
600.42
620.48
641.6
667.79
687.29
705.92
725.41
745.34
770.66
802.04
819.91
839.91
851.97
877.9
903.34
930.85
944.97
970.22
994.96
1012.53
1037.09
1065.65
1087.9
1104.65
